Lap,LapTimeNumeric,LapTimeFormatted,TopSpeed,FuelTank,FuelUsed,TrackTemp,WaterTemp,OilTemp
0,40.189,40.189,290.46,68.42,1.39,26.11,81.39,81.85
1,30.525,30.525,295.79,67.16,1.26,26.11,87.66,91.16
