Lap,LapTimeNumeric,LapTimeFormatted,TopSpeed,FuelTank,FuelUsed,TrackTemp,WaterTemp,OilTemp
0,0.0,0.000,299.58,54.1403694152832,-54.14,18.888885498046875,89.96656036376953,81.31178283691406
1,93.591,1:33.591,306.12,50.90922927856445,3.23,18.888885498046875,92.62577819824219,82.54942321777344
2,94.567,1:34.567,298.72,47.68272018432617,3.23,18.888885498046875,92.12865447998047,83.16325378417969
