Lap,LapTimeNumeric,LapTimeFormatted,TopSpeed,Session,FuelTank,FuelUsed,TrackTemp,WaterTemp,OilTemp
10,-1.0,-1.000,296.97,PRACTICE,71.57,3.08,20.56,94.56,86.78
11,96.783,1:36.783,300.02,PRACTICE,68.39,3.18,20.56,97.04,91.13
12,96.875,1:36.875,298.79,PRACTICE,65.19,3.2,20.56,97.58,93.1
13,96.663,1:36.663,299.32,PRACTICE,62.0,3.2,20.56,97.63,94.15
