Lap,LapTimeNumeric,LapTimeFormatted,TopSpeed,Session,FuelTank,FuelUsed,TrackTemp,WaterTemp,OilTemp
34,-1.0,-1.000,297.76,PRACTICE,71.75,3.25,20.56,94.24,87.02
35,96.275,1:36.275,300.97,PRACTICE,68.55,3.2,20.56,97.11,91.76
36,96.285,1:36.285,299.74,PRACTICE,65.33,3.22,20.56,97.89,93.56
37,96.564,1:36.564,299.28,PRACTICE,62.09,3.24,20.56,98.07,94.84
